ZIP,date,week,confirmed_cases,new_confirmed_cases,device_count,distance_traveled_from_home,completely_home_device_count,median_home_dwell_time,median_non_home_dwell_time,median_percentage_time_home,population,Density_Per_Sq_Mile,cases_adjusted_by_pop,new_cases_adjusted_by_pop,Income_level,stay_home_ratio,driving,transit,walking,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
91775,2020/4/19,2020/4/19,7,0,958,3373,558,1349,2,100,25192,8221,0.000277866,0,2,1.716845878,41.8,20.25,44.5,-60,-25,-50,-53,-39,16
91776,2020/4/19,2020/4/19,16,0,1189,2782,732,1221,1,100,38410,11280,0.000416558,0,2,1.62431694,41.8,20.25,44.5,-60,-25,-50,-53,-39,16
91780,2020/4/19,2020/4/19,24,0,1253,3539,756,1258,3,100,35351,9232,0.000678906,0,2,1.657407407,41.8,20.25,44.5,-60,-25,-50,-53,-39,16
91789,2020/4/19,2020/4/19,15,0,1568,4655,995,1278,0,100,44474,2844,0.000337276,0,2,1.575879397,41.8,20.25,44.5,-60,-25,-50,-53,-39,16
91791,2020/4/19,2020/4/19,59,1,1301,4457,718,1234,2,100,34363,5179,0.001716963,2.91E-05,2,1.811977716,41.8,20.25,44.5,-60,-25,-50,-53,-39,16
91803,2020/4/19,2020/4/19,44,2,965,4122,540,1190,1,100,30385,9303,0.001448083,6.58E-05,2,1.787037037,41.8,20.25,44.5,-60,-25,-50,-53,-39,16
93510,2020/4/19,2020/4/19,5,0,419,12125,175,1169,22,98,7626,106,0.000655652,0,2,2.394285714,41.8,20.25,44.5,-60,-25,-50,-53,-39,16
93535,2020/4/19,2020/4/19,8,0,2769,7536,1412,1057,7,99,72948,282,0.000109667,0,1,1.961048159,41.8,20.25,44.5,-60,-25,-50,-53,-39,16
93536,2020/4/19,2020/4/19,136,6,2947,6505,1465,1198,5,100,72383,298,0.001878894,8.29E-05,2,2.011604096,41.8,20.25,44.5,-60,-25,-50,-53,-39,16
93543,2020/4/19,2020/4/19,1,0,363,9139,187,1029,3,100,15135,254,6.61E-05,0,1,1.941176471,41.8,20.25,44.5,-60,-25,-50,-53,-39,16
93550,2020/4/19,2020/4/19,150,2,2399,5155,1235,1152,7,99,77006,392,0.0019479,2.60E-05,1,1.942510121,41.8,20.25,44.5,-60,-25,-50,-53,-39,16
93551,2020/4/19,2020/4/19,1,0,2471,6927,1208,1061,9,99,51085,698,1.96E-05,0,2,2.045529801,41.8,20.25,44.5,-60,-25,-50,-53,-39,16
93552,2020/4/19,2020/4/19,1,0,1457,4558,715,1224,2,100,40266,830,2.48E-05,0,2,2.037762238,41.8,20.25,44.5,-60,-25,-50,-53,-39,16
93553,2020/4/19,2020/4/19,3,0,138,10279,66,1127,7,99,1781,20,0.001684447,0,2,2.090909091,41.8,20.25,44.5,-60,-25,-50,-53,-39,16
90001,2020/4/20,2020/4/26,97,12,1648,4742,689,752,15,98,58975,16840,0.001644765,0.000203476,1,2.391872279,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90002,2020/4/20,2020/4/26,80,17,1709,6177,660,681,24,97,53111,17345,0.001506279,0.000320084,1,2.589393939,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90003,2020/4/20,2020/4/26,108,17,1394,5632,588,790,16,98,72741,20484,0.00148472,0.000233706,1,2.370748299,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90004,2020/4/20,2020/4/26,307,14,1721,3694,793,937,10,99,61586,20205,0.004984899,0.000227324,2,2.170239596,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90006,2020/4/20,2020/4/26,349,44,1398,3658,587,850,21,98,61698,32134,0.005656585,0.000713151,1,2.381601363,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90007,2020/4/20,2020/4/26,111,7,1439,148310,465,281,450,38,41716,16909,0.00266085,0.000167801,1,3.094623656,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90008,2020/4/20,2020/4/26,66,1,871,5284,371,745,9,99,31739,8641,0.002079461,3.15E-05,1,2.347708895,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90011,2020/4/20,2020/4/26,135,17,2807,68409,1127,710,21,97,109414,25528,0.001233846,0.000155373,1,2.49068323,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90012,2020/4/20,2020/4/26,9,1,715,6868,331,854,7,99,35913,11104,0.000250606,2.78E-05,1,2.160120846,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90013,2020/4/20,2020/4/26,39,5,347,5568,163,426,13,97,11937,17789,0.003267153,0.000418866,1,2.128834356,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90014,2020/4/20,2020/4/26,34,3,235,5185,95,197,13,94,8335,29452,0.004079184,0.000359928,1,2.473684211,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90016,2020/4/20,2020/4/26,72,14,1219,5247,522,878,11,99,46581,12842,0.001545695,0.000300552,1,2.335249042,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90018,2020/4/20,2020/4/26,91,10,1171,5125,541,770,16,98,53256,18389,0.001708728,0.000187772,1,2.164510166,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90019,2020/4/20,2020/4/26,68,12,1753,4473,701,867,20,98,66245,17038,0.001026493,0.000181146,2,2.500713267,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90020,2020/4/20,2020/4/26,111,6,1627,3391,739,974,9,99,39102,34603,0.002838729,0.000153445,1,2.201623816,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90022,2020/4/20,2020/4/26,166,34,1653,4636,708,844,18,98,65890,15036,0.00251935,0.000516012,1,2.334745763,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90024,2020/4/20,2020/4/26,41,3,1311,44371,482,541,320,63,50288,17186,0.000815304,5.97E-05,2,2.719917012,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90025,2020/4/20,2020/4/26,71,4,1073,5996,567,865,3,100,47967,18671,0.001480184,8.34E-05,2,1.892416226,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90026,2020/4/20,2020/4/26,134,27,1488,5981,628,729,11,99,69589,16466,0.001925592,0.000387992,2,2.369426752,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90028,2020/4/20,2020/4/26,11,0,810,81072,344,571,73,89,30734,20166,0.00035791,0,1,2.354651163,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90029,2020/4/20,2020/4/26,137,5,852,5447,380,699,17,98,37898,27825,0.003614966,0.000131933,1,2.242105263,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90031,2020/4/20,2020/4/26,42,5,1021,4225,469,765,9,99,38535,11159,0.001089918,0.000129752,1,2.176972281,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90032,2020/4/20,2020/4/26,56,5,1240,5360,536,847,23,97,47627,9990,0.001175804,0.000104982,2,2.313432836,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90033,2020/4/20,2020/4/26,97,24,1221,6316,483,701,20,97,47583,14564,0.002038543,0.000504382,1,2.527950311,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90034,2020/4/20,2020/4/26,116,12,1601,4919,743,954,11,99,55652,17888,0.002084382,0.000215626,2,2.154777927,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90035,2020/4/20,2020/4/26,72,4,672,3623,316,1005,11,99,28085,13646,0.002563646,0.000142425,2,2.126582278,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90036,2020/4/20,2020/4/26,40,5,1289,6709,593,869,13,99,37988,15373,0.001052964,0.000131621,2,2.173693086,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90037,2020/4/20,2020/4/26,88,14,1726,4811,756,702,16,98,65016,22909,0.001353513,0.000215332,1,2.283068783,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90039,2020/4/20,2020/4/26,108,8,618,7003,274,896,5,99,29589,7848,0.003650005,0.000270371,2,2.255474453,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90040,2020/4/20,2020/4/26,7,1,511,6495,192,502,42,92,12645,2265,0.000553578,7.91E-05,1,2.661458333,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90041,2020/4/20,2020/4/26,58,6,837,6931,401,918,18,98,29516,8176,0.001965036,0.00020328,2,2.087281796,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90042,2020/4/20,2020/4/26,51,4,1305,4666,559,978,7,99,63911,13759,0.000797985,6.26E-05,2,2.334525939,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90043,2020/4/20,2020/4/26,169,18,1388,5134,618,727,10,99,44627,10795,0.003786945,0.000403343,1,2.245954693,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90044,2020/4/20,2020/4/26,91,13,2921,4891,1200,779,15,98,96436,18772,0.000943631,0.000134804,1,2.434166667,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90045,2020/4/20,2020/4/26,46,2,1134,40946,488,988,88,92,41149,3836,0.001117889,4.86E-05,2,2.323770492,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90046,2020/4/20,2020/4/26,146,15,1277,4146,548,679,12,98,50587,8750,0.002886117,0.000296519,2,2.330291971,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90047,2020/4/20,2020/4/26,77,12,1453,5475,562,725,24,97,48883,10332,0.00157519,0.000245484,1,2.585409253,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90048,2020/4/20,2020/4/26,52,4,395,7396,148,727,28,96,22892,12144,0.002271536,0.000174734,2,2.668918919,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90049,2020/4/20,2020/4/26,60,1,1144,4689,522,1208,6,100,36964,2460,0.001623201,2.71E-05,2,2.191570881,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90056,2020/4/20,2020/4/26,15,0,258,5624,122,974,2,100,7795,4933,0.00192431,0,2,2.114754098,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90059,2020/4/20,2020/4/26,27,2,1161,6581,449,737,19,97,45952,13870,0.00058757,4.35E-05,1,2.585746102,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90061,2020/4/20,2020/4/26,46,10,817,6166,330,743,15,98,27646,10385,0.001663894,0.000361716,1,2.475757576,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90064,2020/4/20,2020/4/26,21,1,797,5453,380,1245,2,100,25429,6357,0.000825829,3.93E-05,2,2.097368421,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90065,2020/4/20,2020/4/26,102,13,1140,4509,479,955,12,99,47887,9071,0.002130014,0.000271472,2,2.379958246,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90066,2020/4/20,2020/4/26,85,8,1305,4755,630,1002,14,99,59394,12064,0.001431121,0.000134694,2,2.071428571,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90068,2020/4/20,2020/4/26,77,5,651,6314,280,626,19,97,20982,2754,0.003669812,0.000238299,2,2.325,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90069,2020/4/20,2020/4/26,114,4,637,4065,262,638,7,99,20435,9666,0.005578664,0.000195743,2,2.43129771,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90077,2020/4/20,2020/4/26,25,2,1023,58259,281,566,724,44,8993,1226,0.00277994,0.000222395,3,3.640569395,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90094,2020/4/20,2020/4/26,15,3,262,6820,143,938,0,100,9368,15332,0.001601196,0.000320239,2,1.832167832,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90201,2020/4/20,2020/4/26,181,20,2491,4487,1064,900,12,99,102433,17253,0.001767009,0.00019525,1,2.341165414,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90210,2020/4/20,2020/4/26,125,17,961,3558,445,1259,7,99,19909,1966,0.006278567,0.000853885,2,2.159550562,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90220,2020/4/20,2020/4/26,127,26,1628,5465,649,710,16,98,53703,7770,0.002364859,0.000484144,2,2.508474576,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90221,2020/4/20,2020/4/26,13,1,1470,5055,593,775,16,98,52322,9812,0.000248461,1.91E-05,2,2.478920742,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90222,2020/4/20,2020/4/26,1,0,728,6629,301,801,23,97,32850,12847,3.04E-05,0,1,2.418604651,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90230,2020/4/20,2020/4/26,40,2,968,5168,457,1009,8,99,32808,7277,0.001219215,6.10E-05,2,2.118161926,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90241,2020/4/20,2020/4/26,137,11,1656,5670,678,930,13,99,44143,8963,0.00310355,0.00024919,2,2.442477876,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90245,2020/4/20,2020/4/26,20,6,735,3594,296,987,12,99,16850,3084,0.001186944,0.000356083,2,2.483108108,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90247,2020/4/20,2020/4/26,107,5,1359,5284,572,881,18,98,47531,12661,0.002251162,0.000105195,2,2.375874126,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90248,2020/4/20,2020/4/26,43,4,259,4771,96,921,25,97,11512,2452,0.003735233,0.000347464,2,2.697916667,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90249,2020/4/20,2020/4/26,1,0,971,5223,423,910,11,99,26587,8927,3.76E-05,0,2,2.295508274,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90250,2020/4/20,2020/4/26,114,12,3192,4613,1436,847,9,99,96836,14463,0.001177248,0.000123921,2,2.222841226,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90254,2020/4/20,2020/4/26,21,2,630,3972,284,1117,7,99,19650,13770,0.001068702,0.000101781,2,2.218309859,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90255,2020/4/20,2020/4/26,112,27,1831,4615,771,846,15,98,75560,20322,0.001482266,0.000357332,1,2.374837873,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90262,2020/4/20,2020/4/26,103,2,1809,5479,740,749,17,98,70936,14677,0.001452013,2.82E-05,2,2.444594595,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90265,2020/4/20,2020/4/26,30,0,580,17986,221,899,68,93,18389,170,0.00163141,0,2,2.624434389,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90266,2020/4/20,2020/4/26,59,1,1255,55090,602,1145,7,99,35573,9037,0.001658561,2.81E-05,2,2.084717608,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90270,2020/4/20,2020/4/26,42,6,580,3992,247,871,17,98,27454,21754,0.001529832,0.000218547,1,2.348178138,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90272,2020/4/20,2020/4/26,34,0,837,2679,402,1270,7,99,22551,987,0.001507694,0,3,2.082089552,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90274,2020/4/20,2020/4/26,50,1,1078,4695,554,1303,0,100,25279,2111,0.001977926,3.96E-05,3,1.945848375,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90275,2020/4/20,2020/4/26,85,2,1632,4732,881,1269,0,100,42421,3138,0.002003725,4.71E-05,2,1.852440409,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90278,2020/4/20,2020/4/26,91,6,1483,2914,722,1168,2,100,40649,11281,0.002238677,0.000147605,2,2.05401662,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90280,2020/4/20,2020/4/26,154,18,2715,4391,1160,894,14,98,95103,13018,0.001619297,0.000189268,2,2.340517241,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90291,2020/4/20,2020/4/26,40,3,539,14409,204,827,34,96,27525,11018,0.001453224,0.000108992,2,2.642156863,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90292,2020/4/20,2020/4/26,16,1,639,11301,321,1015,1,100,22490,11029,0.000711427,4.45E-05,2,1.990654206,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90293,2020/4/20,2020/4/26,1,0,467,8000,215,813,20,98,12694,4430,7.88E-05,0,2,2.172093023,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90304,2020/4/20,2020/4/26,24,3,617,4915,241,863,28,97,25591,16331,0.00093783,0.000117229,1,2.560165975,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90403,2020/4/20,2020/4/26,124,9,514,3671,250,1073,2,100,24354,17054,0.005091566,0.000369549,2,2.056,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90502,2020/4/20,2020/4/26,35,3,645,4616,299,926,10,99,18188,8137,0.001924346,0.000164944,2,2.157190635,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90503,2020/4/20,2020/4/26,204,10,1857,3707,915,1188,3,100,44908,8478,0.00454262,0.000222677,2,2.029508197,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90505,2020/4/20,2020/4/26,39,1,1660,2882,807,1156,3,100,37641,6495,0.001036104,2.66E-05,2,2.057001239,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90601,2020/4/20,2020/4/26,3,0,1128,6720,489,902,9,99,33058,2913,9.07E-05,0,2,2.306748466,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90602,2020/4/20,2020/4/26,71,5,853,5213,371,921,11,99,25981,7001,0.002732766,0.000192448,2,2.299191375,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90604,2020/4/20,2020/4/26,46,3,1781,5093,768,973,8,99,42063,9871,0.001093598,7.13E-05,2,2.319010417,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90606,2020/4/20,2020/4/26,21,2,969,5780,392,906,22,98,32803,8671,0.000640185,6.10E-05,2,2.471938776,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90631,2020/4/20,2020/4/26,1,0,113,3893,43,1121,22,98,67619,4872,1.48E-05,0,2,2.627906977,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90638,2020/4/20,2020/4/26,38,5,2256,10866,958,1013,58,95,49383,6275,0.000769496,0.000101249,2,2.354906054,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90640,2020/4/20,2020/4/26,80,7,2059,4675,930,970,14,99,63177,7440,0.001266284,0.0001108,2,2.213978495,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90650,2020/4/20,2020/4/26,114,9,3625,5682,1545,936,13,99,105886,10793,0.00107663,8.50E-05,2,2.346278317,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90660,2020/4/20,2020/4/26,94,13,1967,5334,833,905,11,99,63380,8178,0.001483118,0.000205112,2,2.361344538,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90670,2020/4/20,2020/4/26,14,1,714,5987,286,841,22,97,16578,1959,0.000844493,6.03E-05,2,2.496503497,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90701,2020/4/20,2020/4/26,10,0,617,4998,273,916,13,99,16858,10342,0.00059319,0,2,2.26007326,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90703,2020/4/20,2020/4/26,40,2,2264,4894,1130,1148,6,99,50963,5806,0.000784883,3.92E-05,2,2.003539823,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90706,2020/4/20,2020/4/26,74,8,2725,6068,1179,863,11,99,77529,12693,0.000954482,0.000103187,2,2.311280746,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90710,2020/4/20,2020/4/26,31,5,966,5203,445,1000,12,99,28185,11947,0.001099876,0.000177399,2,2.170786517,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90713,2020/4/20,2020/4/26,56,8,1269,4401,547,1069,13,99,29061,8562,0.001926981,0.000275283,2,2.319926874,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90716,2020/4/20,2020/4/26,6,0,289,5044,124,995,13,99,14344,15407,0.000418293,0,1,2.330645161,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90717,2020/4/20,2020/4/26,27,0,715,4275,317,913,30,97,21696,10957,0.001244469,0,2,2.255520505,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90723,2020/4/20,2020/4/26,80,14,1518,5630,630,819,14,98,54776,11691,0.001460494,0.000255586,2,2.40952381,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90731,2020/4/20,2020/4/26,82,6,1635,5257,703,857,14,98,61850,6717,0.001325788,9.70E-05,2,2.325746799,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90732,2020/4/20,2020/4/26,5,0,993,3883,440,1088,6,99,22273,6512,0.000224487,0,2,2.256818182,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90744,2020/4/20,2020/4/26,55,6,1498,5849,600,737,30,96,57206,6862,0.000961438,0.000104884,1,2.496666667,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90745,2020/4/20,2020/4/26,12,2,2046,4968,917,924,10,99,56821,6845,0.00021119,3.52E-05,2,2.231188659,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90746,2020/4/20,2020/4/26,163,12,855,6291,378,672,37,95,26996,4628,0.006037932,0.00044451,2,2.261904762,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
90755,2020/4/20,2020/4/26,469,7,414,5145,168,944,8,99,11074,5082,0.042351454,0.000632111,2,2.464285714,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91001,2020/4/20,2020/4/26,46,2,1103,4459,517,927,12,99,37711,4558,0.001219803,5.30E-05,2,2.133462282,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91006,2020/4/20,2020/4/26,1,0,1456,4841,764,1172,6,99,33012,5225,3.03E-05,0,2,1.905759162,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91007,2020/4/20,2020/4/26,30,2,1426,3810,733,1179,2,100,34523,6210,0.000868986,5.79E-05,2,1.945429741,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91008,2020/4/20,2020/4/26,33,2,38,2089,19,1330,2,100,1391,687,0.02372394,0.001437815,2,2,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91010,2020/4/20,2020/4/26,1,0,1005,6031,464,987,10,99,26601,3778,3.76E-05,0,2,2.165948276,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91011,2020/4/20,2020/4/26,30,4,824,4622,397,1243,3,100,20423,1722,0.001468932,0.000195858,3,2.075566751,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91016,2020/4/20,2020/4/26,25,0,1513,3850,706,1017,6,99,41671,4910,0.000599938,0,2,2.14305949,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91024,2020/4/20,2020/4/26,1,0,349,4743,162,1129,10,99,11006,3727,9.09E-05,0,2,2.154320988,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91030,2020/4/20,2020/4/26,30,2,868,2830,429,1142,12,99,25794,7562,0.001163061,7.75E-05,2,2.023310023,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91040,2020/4/20,2020/4/26,72,11,975,7379,436,978,9,99,20207,2463,0.003563122,0.000544366,2,2.236238532,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91042,2020/4/20,2020/4/26,30,6,1022,8111,464,1006,9,99,26631,533,0.001126507,0.000225301,2,2.202586207,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91104,2020/4/20,2020/4/26,215,0,1041,4012,474,1048,4,100,37974,9985,0.005661769,0,2,2.196202532,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91108,2020/4/20,2020/4/26,8,0,464,3060,231,1260,3,100,13538,3551,0.000590929,0,3,2.008658009,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91208,2020/4/20,2020/4/26,339,7,529,4227,249,1209,4,100,13538,3551,0.025040626,0.000517063,2,2.124497992,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91301,2020/4/20,2020/4/26,26,2,1344,4774,665,1208,3,100,25631,751,0.001014397,7.80E-05,2,2.021052632,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91302,2020/4/20,2020/4/26,29,4,1439,4583,762,1292,1,100,26634,997,0.001088834,0.000150184,2,1.888451444,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91304,2020/4/20,2020/4/26,154,16,2150,4671,1033,1012,7,99,53761,5716,0.00286453,0.000297614,2,2.081316554,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91306,2020/4/20,2020/4/26,73,6,1601,4467,765,988,5,99,49158,11879,0.001485008,0.000122055,2,2.092810458,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91311,2020/4/20,2020/4/26,48,4,1799,5136,895,983,4,100,40420,1260,0.001187531,9.90E-05,2,2.010055866,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91316,2020/4/20,2020/4/26,63,3,837,5208,407,1090,2,100,29964,5984,0.002102523,0.00010012,2,2.056511057,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91326,2020/4/20,2020/4/26,39,3,1773,5058,944,1372,0,100,37035,4539,0.001053058,8.10E-05,2,1.878177966,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91330,2020/4/20,2020/4/26,87,8,140,49671,26,0,1075,0,3273,9598,0.026581118,0.002444241,2,5.384615385,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91331,2020/4/20,2020/4/26,151,29,2741,6695,1125,844,21,98,105799,11950,0.001427235,0.000274105,2,2.436444444,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91335,2020/4/20,2020/4/26,121,13,2923,4246,1316,926,9,99,80524,12265,0.001502658,0.000161443,2,2.22112462,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91340,2020/4/20,2020/4/26,39,5,931,5934,409,802,14,98,36227,10714,0.001076545,0.000138019,2,2.276283619,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91342,2020/4/20,2020/4/26,171,24,3203,7044,1388,853,12,99,96487,1750,0.001772259,0.000248738,2,2.307636888,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91343,2020/4/20,2020/4/26,75,13,2197,4462,972,955,15,98,66590,11265,0.001126295,0.000195225,2,2.260288066,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91344,2020/4/20,2020/4/26,69,8,2680,7080,1303,1106,7,99,53266,3245,0.001295385,0.00015019,2,2.056792018,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91345,2020/4/20,2020/4/26,42,5,528,6443,247,978,14,99,19205,5925,0.00218693,0.000260349,2,2.137651822,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91350,2020/4/20,2020/4/26,221,20,2568,4922,1214,1203,5,100,37350,2204,0.005917001,0.000535475,2,2.115321252,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91352,2020/4/20,2020/4/26,69,7,1366,5881,584,933,17,98,47438,4065,0.00145453,0.000147561,2,2.339041096,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91354,2020/4/20,2020/4/26,1,0,1813,3720,944,1259,1,100,32096,3678,3.12E-05,0,2,1.920550847,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91356,2020/4/20,2020/4/26,56,5,1335,3970,656,1164,5,100,30804,4200,0.001817946,0.000162317,2,2.035060976,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91361,2020/4/20,2020/4/26,6,0,328,4231,141,1147,9,99,20438,610,0.000293571,0,2,2.326241135,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
91364,2020/4/20,2020/4/26,90,6,1152,4104,573,1151,3,100,27340,3600,0.00329188,0.000219459,2,2.010471204,51.13,25.8,52.06,-54,-22,-38,-50,-49,22
